Time(s)	Temp(K)	mass27.8653
132.88760089874268	755.02	872.3557274351987
133.05961060523987	756.15	900.7580088473351
133.21661972999573	756.67	890.0466551847312
133.37462854385376	757.66	892.0335412386743
133.54663848876953	758.17	904.9228276911775
133.71764826774597	759.27	884.6973465779611
133.87565732002258	759.79	908.6291343687254
134.03266620635986	760.85	884.4044082494951
134.2076759338379	761.37	895.0648161158441
134.37768602371216	762.4	914.1822261605153
134.53569507598877	762.91	885.474269970849
134.6917040348053	764.04	908.106939957112
134.86771392822266	764.53	902.1590182443463
135.0387237071991	765.56	896.9370741282136
135.19573283195496	766.13	922.664701236965
135.35074162483215	767.13	896.7969731885125
135.52775168418884	767.66	924.0911835321036
135.69676160812378	768.71	919.9136282391975
135.8547706604004	769.22	906.5913025185273
136.01277947425842	770.24	910.8707494039434
136.1867892742157	770.75	899.7263564731722
136.35879921913147	771.81	928.1413743343725
136.51580810546875	772.32	895.6124834255847
136.67081713676453	773.4	907.3172801151604
136.8478274345398	773.9	912.246285902827
137.019837141037	774.92	924.2949667171235
137.1778461933136	775.43	945.9341936764148
137.3358552455902	776.54	909.6353138447606
137.5078649520874	777.04	933.0831165711029
137.6778745651245	778.15	929.0966080141528
137.83488368988037	778.67	910.6287568717322
137.9908926486969	779.73	942.3552514895043
138.16990303993225	780.27	934.6242269078152
138.3479130268097	781.31	934.6496998059426
138.5059220790863	782.39	936.7894232486508
138.67093133926392	782.92	930.4339351658454
138.8289406299591	783.39	943.6543692940057
138.99895024299622	784.49	911.5839905515126
139.1559591293335	785.01	944.4058197887663
139.31496858596802	786.05	926.0398602388556
139.48797845840454	786.6	937.8847578681323
139.65798807144165	787.63	964.1473158375605
139.81499695777893	788.15	921.8368320478219
139.97300601005554	789.14	953.8944743412512
140.1470160484314	789.69	941.208971073768
140.31802558898926	790.78	927.4408696358669
140.47503471374512	791.29	936.725741003332
140.63304376602173	792.36	924.2185480227411
140.80705380439758	792.94	952.1750537176466
140.97806358337402	793.93	936.2162830407825
141.1350724697113	794.49	943.641632844942
141.29308152198792	795.59	968.5796001117416
141.4670913219452	796.13	934.0765595980745
141.63810110092163	797.2	957.9701380416475
141.7951102256775	797.72	942.1132589572934
141.9531192779541	798.75	944.7369674644235
142.12912940979004	799.34	933.1467988164216
142.30613946914673	800.33	979.6475743481302
142.46414828300476	801.36	921.1235909002527
142.6281578540802	801.85	940.8905598471745
142.78716683387756	802.39	938.4961074231917
142.95717668533325	803.47	944.8643319550608
143.11618566513062	803.98	931.0070753737136
143.2731945514679	805.03	961.0014129188172
143.44720482826233	805.52	924.2822302680597
143.61821460723877	806.52	931.4528510909444
